ScenarioId,RunId,Step,Z1Before,Z2Before,Z3Before,Z4Before,Z1Target,Z2Target,Z3Target,Z4Target,ActionLabel,Z1After,Z2After,Z3After,Z4After,WasMasked,CrossZoneInterference,Z1Temp,Z2Temp,Z3Temp,Z4Temp,SunshineRank,ActuatorState,StuckFired
3,4,10,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,4,11,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,4,12,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,4,13,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,4,14,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,4,15,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,4,16,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,4,17,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,4,18,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,4,19,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
5,4,0,0,0,,,3,3,,,http://example.org/was#SetZ2Light=true,2,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
5,4,1,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=true,2,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=true;Spotlight=false,0
5,4,2,2,3,,,3,3,,,http://example.org/was#SetZ1Light=true,3,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=true;Spotlight=false,0
7,4,0,3,2,,,3,3,,,http://example.org/was#SetZ2Light=true,3,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=false;Spotlight=false,0
8,4,0,2,2,,,3,3,,,http://example.org/was#SetZ2Light=true,2,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=true,0
8,4,1,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=true,3,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=true;Spotlight=true,0
9,4,0,0,0,,,3,3,,,http://example.org/was#SetZ1Light=true,3,2,,,0,0,,,,,2,Z1Blinds=false;Z2Light=false;Z1Light=true;Z2Blinds=false;Spotlight=false,0
9,4,1,3,2,,,3,3,,,http://example.org/was#SetZ2Light=true,3,3,,,0,0,,,,,2,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=false;Spotlight=false,0
11,4,0,2,3,,,3,3,,,http://example.org/was#SetZ1Blinds=true,3,3,,,0,0,,,,,2,Z1Blinds=true;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
13,4,0,0,0,,,3,3,,,http://example.org/was#SetZ1Light=true,3,2,,,0,0,,,,,3,Z1Blinds=false;Z2Light=false;Z1Light=true;Z2Blinds=false;Spotlight=false,0
13,4,1,3,2,,,3,3,,,http://example.org/was#SetZ2Light=true,3,3,,,0,0,,,,,3,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=false;Spotlight=false,0
15,4,0,2,3,,,3,3,,,http://example.org/was#SetSpotlight=true,2,3,,,0,0,,,,,3,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=true,0
15,4,1,2,3,,,3,3,,,http://example.org/was#SetZ1Blinds=true,3,3,,,0,0,,,,,3,Z1Blinds=true;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=true,0
1,5,0,0,0,,,3,3,,,http://example.org/was#SetSpotlight=true,2,2,,,0,0,,,,,0,Z1Blinds=false;Z2Light=false;Z1Light=false;Z2Blinds=false;Spotlight=true,0
1,5,1,2,2,,,3,3,,,http://example.org/was#SetZ2Light=true,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=true,0
1,5,2,2,3,,,3,3,,,http://example.org/was#SetZ1Light=true,3,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=false;Spotlight=true,0
3,5,0,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,1,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,2,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,3,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,4,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,5,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,6,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,7,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,8,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,9,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,10,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,11,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,12,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,13,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,14,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,15,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,16,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,17,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,18,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
3,5,19,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,3,,,0,0,,,,,0,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
5,5,0,0,0,,,3,3,,,http://example.org/was#SetZ2Light=true,2,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
5,5,1,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=true,2,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=true;Spotlight=false,0
5,5,2,2,3,,,3,3,,,http://example.org/was#SetZ1Light=true,3,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=true;Spotlight=false,0
7,5,0,3,2,,,3,3,,,http://example.org/was#SetZ2Light=true,3,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=false;Spotlight=false,0
8,5,0,2,2,,,3,3,,,http://example.org/was#SetZ2Light=false,2,2,,,0,0,,,,,1,Z1Blinds=false;Z2Light=false;Z1Light=false;Z2Blinds=false;Spotlight=true,0
8,5,1,2,2,,,3,3,,,DO_NOTHING,2,2,,,0,0,,,,,1,Z1Blinds=false;Z2Light=false;Z1Light=false;Z2Blinds=false;Spotlight=true,0
8,5,2,2,2,,,3,3,,,http://example.org/was#SetZ2Blinds=false,2,2,,,0,0,,,,,1,Z1Blinds=false;Z2Light=false;Z1Light=false;Z2Blinds=false;Spotlight=true,0
8,5,3,2,2,,,3,3,,,http://example.org/was#SetZ1Light=false,2,2,,,0,0,,,,,1,Z1Blinds=false;Z2Light=false;Z1Light=false;Z2Blinds=false;Spotlight=true,0
8,5,4,2,2,,,3,3,,,http://example.org/was#SetZ2Blinds=true,2,2,,,0,0,,,,,1,Z1Blinds=false;Z2Light=false;Z1Light=false;Z2Blinds=true;Spotlight=true,0
8,5,5,2,2,,,3,3,,,http://example.org/was#SetSpotlight=false,1,1,,,0,1,,,,,1,Z1Blinds=false;Z2Light=false;Z1Light=false;Z2Blinds=true;Spotlight=false,0
8,5,6,1,1,,,3,3,,,http://example.org/was#SetZ2Blinds=false,0,0,,,0,1,,,,,1,Z1Blinds=false;Z2Light=false;Z1Light=false;Z2Blinds=false;Spotlight=false,0
8,5,7,0,0,,,3,3,,,http://example.org/was#SetZ2Light=true,2,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
8,5,8,2,3,,,3,3,,,http://example.org/was#SetZ2Blinds=true,2,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=true;Spotlight=false,0
8,5,9,2,3,,,3,3,,,http://example.org/was#SetZ1Light=true,3,3,,,0,0,,,,,1,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=true;Spotlight=false,0
9,5,0,0,0,,,3,3,,,http://example.org/was#SetZ1Light=true,3,2,,,0,0,,,,,2,Z1Blinds=false;Z2Light=false;Z1Light=true;Z2Blinds=false;Spotlight=false,0
9,5,1,3,2,,,3,3,,,http://example.org/was#SetZ2Light=true,3,3,,,0,0,,,,,2,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=false;Spotlight=false,0
11,5,0,2,3,,,3,3,,,http://example.org/was#SetZ1Blinds=true,3,3,,,0,0,,,,,2,Z1Blinds=true;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
13,5,0,0,0,,,3,3,,,http://example.org/was#SetZ1Light=true,3,2,,,0,0,,,,,3,Z1Blinds=false;Z2Light=false;Z1Light=true;Z2Blinds=false;Spotlight=false,0
13,5,1,3,2,,,3,3,,,http://example.org/was#SetZ2Light=true,3,3,,,0,0,,,,,3,Z1Blinds=false;Z2Light=true;Z1Light=true;Z2Blinds=false;Spotlight=false,0
15,5,0,2,3,,,3,3,,,http://example.org/was#SetZ1Light=false,2,3,,,0,0,,,,,3,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=false,0
15,5,1,2,3,,,3,3,,,http://example.org/was#SetSpotlight=true,2,3,,,0,0,,,,,3,Z1Blinds=false;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=true,0
15,5,2,2,3,,,3,3,,,http://example.org/was#SetZ1Blinds=true,3,3,,,0,0,,,,,3,Z1Blinds=true;Z2Light=true;Z1Light=false;Z2Blinds=false;Spotlight=true,0
