StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
267,-100.00,30.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
268,0.00,-100.00,-100.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
269,0.00,-100.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
270,0.00,-100.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
271,0.00,-100.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
272,-100.00,30.00,0.00,-100.00,-100.00,22.50,-100.00,-100.00,-100.00,7.50,0.00
273,-100.00,30.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,-100.00,7.50,0.00
274,-100.00,30.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,-100.00,7.50,0.00
275,-100.00,30.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,-100.00,7.50,0.00
276,0.00,-100.00,0.00,-100.00,-100.00,22.50,-100.00,-100.00,-100.00,7.50,0.00
277,0.00,-100.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,-100.00,7.50,0.00
278,0.00,-100.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,-100.00,7.50,0.00
279,0.00,-100.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,-100.00,7.50,0.00
280,-100.00,30.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
281,-100.00,30.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
282,-100.00,30.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
283,-100.00,30.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
284,0.00,-100.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
285,0.00,-100.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
286,0.00,-100.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
287,0.00,-100.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00
288,-100.00,30.00,-100.00,-100.00,-100.00,22.50,-100.00,-100.00,0.00,-100.00,0.00
289,-100.00,30.00,-100.00,22.50,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
290,-100.00,30.00,-100.00,22.50,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
291,-100.00,30.00,-100.00,22.50,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
292,0.00,-100.00,-100.00,-100.00,-100.00,22.50,-100.00,-100.00,0.00,-100.00,0.00
293,0.00,-100.00,-100.00,22.50,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
294,0.00,-100.00,-100.00,22.50,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
295,0.00,-100.00,-100.00,22.50,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
296,-100.00,30.00,-100.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
297,-100.00,30.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
298,-100.00,30.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
299,-100.00,30.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
300,0.00,-100.00,-100.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
301,0.00,-100.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
302,0.00,-100.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
303,0.00,-100.00,-100.00,22.50,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
304,-100.00,30.00,0.00,-100.00,-100.00,22.50,-100.00,-100.00,0.00,-100.00,0.00
305,-100.00,30.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
306,-100.00,30.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
307,-100.00,30.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
308,0.00,-100.00,0.00,-100.00,-100.00,22.50,-100.00,-100.00,0.00,-100.00,0.00
309,0.00,-100.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
310,0.00,-100.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
311,0.00,-100.00,0.00,-100.00,-100.00,22.50,-100.00,7.50,0.00,-100.00,0.00
312,-100.00,30.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
313,-100.00,30.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
314,-100.00,30.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
315,-100.00,30.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
316,0.00,-100.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
317,0.00,-100.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
318,0.00,-100.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
319,0.00,-100.00,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00
320,-100.00,30.00,-100.00,-100.00,0.00,-100.00,-100.00,-100.00,-100.00,7.50,0.00
321,-100.00,30.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
322,-100.00,30.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
323,-100.00,30.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
324,0.00,-100.00,-100.00,-100.00,0.00,-100.00,-100.00,-100.00,-100.00,7.50,0.00
325,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
326,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
327,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
328,-100.00,30.00,-100.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
329,-100.00,30.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
330,-100.00,30.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
331,-100.00,30.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
332,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
333,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
334,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
335,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
336,-100.00,30.00,0.00,-100.00,0.00,-100.00,-100.00,-100.00,-100.00,7.50,0.00
337,-100.00,30.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
338,-100.00,30.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
339,-100.00,30.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
340,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,-100.00,-100.00,7.50,0.00
341,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
342,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
343,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,-100.00,7.50,0.00
344,-100.00,30.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
345,-100.00,30.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
346,-100.00,30.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
347,-100.00,30.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
348,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
349,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
350,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
351,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00
352,-100.00,30.00,-100.00,-100.00,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00
353,-100.00,30.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
354,-100.00,30.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
355,-100.00,30.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
356,0.00,-100.00,-100.00,-100.00,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00
357,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
358,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
359,0.00,-100.00,-100.00,22.50,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
360,-100.00,30.00,-100.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
361,-100.00,30.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
362,-100.00,30.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
363,-100.00,30.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
364,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
365,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
366,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
367,0.00,-100.00,-100.00,22.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
368,-100.00,30.00,0.00,-100.00,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00
369,-100.00,30.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
370,-100.00,30.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
371,-100.00,30.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
372,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00
373,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
374,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
375,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,7.50,0.00,-100.00,0.00
376,-100.00,30.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
377,-100.00,30.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
378,-100.00,30.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
379,-100.00,30.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
380,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
381,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
382,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
383,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
384,-100.00,-15.00,-100.00,-125.00,-100.00,-2.50,-100.00,-100.00,-100.00,0.00,0.00
385,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
386,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
387,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
388,0.00,-100.00,-100.00,-125.00,-100.00,-2.50,-100.00,-100.00,-100.00,0.00,0.00
389,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
390,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
391,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
392,-100.00,-15.00,-100.00,-125.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
393,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
394,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
395,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
396,0.00,-100.00,-100.00,-125.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
397,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
398,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
399,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
400,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,-100.00,-100.00,-100.00,0.00,0.00
401,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
402,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
403,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
404,0.00,-100.00,0.00,-100.00,-100.00,-2.50,-100.00,-100.00,-100.00,0.00,0.00
405,0.00,-100.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
406,0.00,-100.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
407,0.00,-100.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,-100.00,0.00,0.00
408,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
409,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
410,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
411,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
412,0.00,-100.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
413,0.00,-100.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
414,0.00,-100.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
415,0.00,-100.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00
416,-100.00,-15.00,-100.00,-125.00,-100.00,-2.50,-100.00,-100.00,0.00,-100.00,0.00
417,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
418,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
419,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
420,0.00,-100.00,-100.00,-125.00,-100.00,-2.50,-100.00,-100.00,0.00,-100.00,0.00
421,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
422,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
423,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
424,-100.00,-15.00,-100.00,-125.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
425,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
426,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
427,-100.00,-15.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
428,0.00,-100.00,-100.00,-125.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
429,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
430,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
431,0.00,-100.00,-100.00,-2.50,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
432,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,-100.00,-100.00,0.00,-100.00,0.00
433,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
434,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
435,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
436,0.00,-100.00,0.00,-100.00,-100.00,-2.50,-100.00,-100.00,0.00,-100.00,0.00
437,0.00,-100.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
438,0.00,-100.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
439,0.00,-100.00,0.00,-100.00,-100.00,-2.50,-100.00,0.00,0.00,-100.00,0.00
440,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
441,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
442,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
443,-100.00,-15.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
444,0.00,-100.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
445,0.00,-100.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
446,0.00,-100.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
447,0.00,-100.00,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00
448,-100.00,-15.00,-100.00,-125.00,0.00,-100.00,-100.00,-100.00,-100.00,0.00,0.00
449,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
450,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
451,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
452,0.00,-100.00,-100.00,-125.00,0.00,-100.00,-100.00,-100.00,-100.00,0.00,0.00
453,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
454,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
455,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
456,-100.00,-15.00,-100.00,-125.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
457,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
458,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
459,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
460,0.00,-100.00,-100.00,-125.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
461,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
462,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
463,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
464,-100.00,-15.00,0.00,-100.00,0.00,-100.00,-100.00,-100.00,-100.00,0.00,0.00
465,-100.00,-15.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
466,-100.00,-15.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
467,-100.00,-15.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
468,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,-100.00,-100.00,0.00,0.00
469,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
470,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
471,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,-100.00,0.00,0.00
472,-100.00,-15.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
473,-100.00,-15.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
474,-100.00,-15.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
475,-100.00,-15.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
476,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
477,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
478,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
479,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00
480,-100.00,-15.00,-100.00,-125.00,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00
481,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
482,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
483,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
484,0.00,-100.00,-100.00,-125.00,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00
485,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
486,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
487,0.00,-100.00,-100.00,-2.50,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
488,-100.00,-15.00,-100.00,-125.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
489,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
490,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
491,-100.00,-15.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
492,0.00,-100.00,-100.00,-125.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
493,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
494,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
495,0.00,-100.00,-100.00,-2.50,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
496,-100.00,-15.00,0.00,-100.00,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00
497,-100.00,-15.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
498,-100.00,-15.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
499,-100.00,-15.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
500,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,-100.00,0.00,-100.00,0.00
501,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
502,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
503,0.00,-100.00,0.00,-100.00,0.00,-100.00,-100.00,0.00,0.00,-100.00,0.00
504,-100.00,-15.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
505,-100.00,-15.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
506,-100.00,-15.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
507,-100.00,-15.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
508,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
509,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
510,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
511,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00
512,-100.00,37.50,-100.00,-100.00,-100.00,15.00,-100.00,-100.00,-100.00,22.50,0.00
513,-100.00,37.50,-100.00,15.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
514,-100.00,37.50,-100.00,15.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
515,-100.00,37.50,-100.00,15.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
516,0.00,-100.00,-100.00,-100.00,-100.00,15.00,-100.00,-100.00,-100.00,22.50,0.00
517,0.00,-100.00,-100.00,15.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
518,0.00,-100.00,-100.00,15.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
519,0.00,-100.00,-100.00,15.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
520,-100.00,37.50,-100.00,-100.00,-100.00,15.00,0.00,-100.00,-100.00,22.50,0.00
521,-100.00,37.50,-100.00,15.00,-100.00,15.00,0.00,-100.00,-100.00,22.50,0.00
522,-100.00,37.50,-100.00,15.00,-100.00,15.00,0.00,-100.00,-100.00,22.50,0.00
523,-100.00,37.50,-100.00,15.00,-100.00,15.00,0.00,-100.00,-100.00,22.50,0.00
524,0.00,-100.00,-100.00,-100.00,-100.00,15.00,0.00,-100.00,-100.00,22.50,0.00
525,0.00,-100.00,-100.00,15.00,-100.00,15.00,0.00,-100.00,-100.00,22.50,0.00
526,0.00,-100.00,-100.00,15.00,-100.00,15.00,0.00,-100.00,-100.00,22.50,0.00
527,0.00,-100.00,-100.00,15.00,-100.00,15.00,0.00,-100.00,-100.00,22.50,0.00
528,-100.00,37.50,0.00,-100.00,-100.00,15.00,-100.00,-100.00,-100.00,22.50,0.00
529,-100.00,37.50,0.00,-100.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
530,-100.00,37.50,0.00,-100.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
531,-100.00,37.50,0.00,-100.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
532,0.00,-100.00,0.00,-100.00,-100.00,15.00,-100.00,-100.00,-100.00,22.50,0.00
533,0.00,-100.00,0.00,-100.00,-100.00,15.00,-100.00,22.50,-100.00,22.50,0.00
